P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE,NUM_L,NUM_R,NUM_X,PROP_L,PROP_R,PROP_X,HAS_X
p2_119,3,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L3,L3,R1,R1,0,4,prolific2,2515.2222222222226,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_120,3,L,a,L,L,R,R,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,4,prolific2,2458.616666666667,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p2_120,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,X,X,2,2,prolific2,2395.778929033929,0,9,0,0.0,1.0,0.0,0
p2_120,2,R,m,,,,,,,L,X,X,X,X,X,X,X,R,L,L,R,R,0,1,prolific2,2492.1836507936505,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
p2_120,3,C,f,,,,L,L,L,L,L,L,L,L,R,,,,L1,L1,R1,R3,0,3,prolific2,2492.3166666666666,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p2_121,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,3,prolific2,2546.654761904762,0,9,0,0.0,1.0,0.0,0
p2_121,2,L,a,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,X,1,4,prolific2,2478.114481259481,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_121,3,C,m,,,,L,L,L,L,L,L,L,L,L,,,,L1,L1,R1,R1,0,1,prolific2,2493.161111111111,9,0,0,1.0,0.0,0.0,0
p2_121,2,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2481.775945165946,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
p2_122,3,R,f,,,,,,,L,R,R,R,X,X,X,X,R,L1,L1,R1,R1,0,3,prolific2,2448.6311111111117,1,4,4,0.1111111111111111,0.4444444444444444,0.4444444444444444,1
p2_122,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,prolific2,2558.988888888889,9,0,0,1.0,0.0,0.0,0
p2_122,2,C,a,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,2,prolific2,2499.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_122,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2470.60355940356,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_123,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_123,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,X1,1,4,prolific2,2520.2,9,0,0,1.0,0.0,0.0,0
p2_123,3,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2490.885555555556,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p2_123,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_124,3,C,f,,,,L,L,L,L,R,L,L,L,R,,,,L2,L2,R1,R1,0,3,prolific2,2426.013015873016,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_124,2,C,b,,,,L,L,L,L,L,L,X,X,X,,,,L,L,R,R,0,1,prolific2,2473.6606661856663,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p2_124,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_124,3,L,a,L,L,L,L,L,R,R,R,R,,,,,,,L1,L1,R1,R1,0,4,prolific2,2492.535555555555,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_125,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_125,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,4,prolific2,2558.988888888889,9,0,0,1.0,0.0,0.0,0
p2_125,3,C,a,,,,L,L,L,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,3,prolific2,2479.4166666666665,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p2_125,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_126,2,L,a,L,R,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2419.054901949902,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_126,3,C,m,,,,L,X,L,L,L,L,L,L,X,,,,X1,L1,R1,R1,1,1,prolific2,2404.6,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
p2_126,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L3,L1,R1,R1,0,3,prolific2,2557.811111111112,0,9,0,0.0,1.0,0.0,0
p2_126,2,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2481.775945165946,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
p2_127,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2478.8433140933143,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_127,3,L,m,L,L,L,L,L,L,L,L,X,,,,,,,L1,L1,R1,R1,0,1,prolific2,2548.222222222222,8,0,1,0.8888888888888888,0.0,0.1111111111111111,1
p2_127,3,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L1,L1,R1,R1,0,3,prolific2,2486.266666666668,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_127,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2470.60355940356,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_129,3,R,a,,,,,,,L,L,X,X,X,X,X,X,R,L1,L1,R1,R1,0,1,prolific2,2478.922222222222,2,1,6,0.2222222222222222,0.1111111111111111,0.6666666666666666,1
p2_129,2,C,m,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_129,2,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_129,3,L,b,L,L,L,L,X,X,X,X,X,,,,,,,L1,L1,R1,R1,0,3,prolific2,2525.9333333333334,4,0,5,0.4444444444444444,0.0,0.5555555555555556,1
p2_130,2,L,m,L,L,L,L,L,L,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2503.126341621342,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p2_130,3,C,a,,,,L,L,L,L,R,R,R,R,R,,,,L1,L1,R1,R1,0,3,prolific2,2489.6888888888893,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_130,3,L,f,L,L,L,L,R,L,L,L,L,,,,,,,L3,L1,R1,R1,0,1,prolific2,2475.4176984126984,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p2_130,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,X,2,2,prolific2,2468.94878972879,0,9,0,0.0,1.0,0.0,0
p2_131,2,R,m,,,,,,,L,L,X,X,X,X,X,R,R,L,L,R,R,0,1,prolific2,2481.185661375661,2,2,5,0.2222222222222222,0.2222222222222222,0.5555555555555556,1
p2_131,3,L,a,L,L,L,X,X,X,X,X,X,,,,,,,L1,L1,R1,R1,0,2,prolific2,2521.722222222222,3,0,6,0.3333333333333333,0.0,0.6666666666666666,1
p2_131,3,C,f,,,,L,L,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,4,prolific2,2482.803492063492,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p2_131,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,3,prolific2,2477.903201705702,0,9,0,0.0,1.0,0.0,0
p2_132,2,L,b,L,L,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2436.299504199505,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p2_132,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,prolific2,2558.988888888889,9,0,0,1.0,0.0,0.0,0
p2_132,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2554.155555555556,0,9,0,0.0,1.0,0.0,0
p2_132,2,C,a,,,,X,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,3,prolific2,2487.067222222222,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
p2_133,3,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L1,L2,R1,R1,0,4,prolific2,2481.085613275613,0,9,0,0.0,1.0,0.0,0
p2_133,2,R,a,,,,,,,R,L,L,R,R,L,L,L,R,L,R,R,R,1,1,prolific2,2285.954122174122,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_133,3,R,m,,,,,,,L,R,L,L,R,L,R,R,R,L1,R2,R1,R1,1,2,prolific2,2346.8367460317463,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_133,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,L,R,1,3,prolific2,2464.3564380934968,9,0,0,1.0,0.0,0.0,0
p2_134,3,L,b,X,X,X,X,X,X,X,X,X,,,,,,,L1,L1,R1,R1,0,2,prolific2,2508.088888888889,0,0,9,0.0,0.0,1.0,1
p2_134,3,R,a,,,,,,,R,R,R,R,R,R,R,R,R,X1,L1,R1,R1,1,1,prolific2,2525.5333333333338,0,9,0,0.0,1.0,0.0,0
p2_134,2,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,3,prolific2,2513.9808465608467,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_134,2,C,m,,,,L,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2499.0529365079365,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p2_135,2,L,m,L,X,R,X,R,X,R,R,R,,,,,,,L,L,L,L,2,3,prolific2,2241.578968253968,1,5,3,0.1111111111111111,0.5555555555555556,0.3333333333333333,1
p2_135,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_135,3,L,f,L,L,L,L,L,R,R,R,X,,,,,,,L1,L2,R1,R1,0,1,prolific2,2480.366666666667,5,3,1,0.5555555555555556,0.3333333333333333,0.1111111111111111,1
p2_135,3,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2471.222936507937,0,9,0,0.0,1.0,0.0,0
p2_136,2,R,a,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,1,prolific2,2506.0888888888885,0,0,9,0.0,0.0,1.0,1
p2_136,2,L,f,X,L,X,L,X,X,X,X,R,,,,,,,X,X,R,R,2,4,prolific2,2406.0059523809523,2,1,6,0.2222222222222222,0.1111111111111111,0.6666666666666666,1
p2_136,3,C,b,,,,X,R,R,R,R,R,R,R,R,,,,L3,L1,R1,R1,0,3,prolific2,2476.0133333333333,0,8,1,0.0,0.8888888888888888,0.1111111111111111,1
p2_136,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2561.6222222222223,0,9,0,0.0,1.0,0.0,0
p2_137,2,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.903201705702,0,9,0,0.0,1.0,0.0,0
p2_137,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,prolific2,2558.988888888889,9,0,0,1.0,0.0,0.0,0
p2_137,3,R,f,,,,,,,L,L,L,L,L,L,L,L,L,L1,L1,R1,R1,0,2,prolific2,2406.093448773449,9,0,0,1.0,0.0,0.0,0
p2_137,2,L,b,L,L,L,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2517.690396825397,3,0,6,0.3333333333333333,0.0,0.6666666666666666,1
p2_138,2,C,f,,,,L,L,X,X,X,X,X,X,X,,,,L,L,R,L,1,1,prolific2,2388.171666666667,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p2_138,3,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2482.541168831169,0,9,0,0.0,1.0,0.0,0
p2_138,2,L,a,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2513.9808465608467,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p2_138,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L2,L2,R1,R1,0,4,prolific2,2556.3222222222225,0,9,0,0.0,1.0,0.0,0
p2_139,3,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L2,L2,R3,R3,0,2,prolific2,2503.3444444444444,0,0,9,0.0,0.0,1.0,1
p2_139,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2506.0888888888894,0,0,9,0.0,0.0,1.0,1
p2_139,3,L,a,L,L,L,X,L,L,X,X,X,,,,,,,L1,L1,R1,R1,0,1,prolific2,2514.6333333333337,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
p2_139,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,4,prolific2,2510.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_140,3,C,a,,,,X,X,X,X,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2486.1722222222224,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_140,2,L,m,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific2,2506.088888888889,0,0,9,0.0,0.0,1.0,1
p2_140,2,R,b,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2503.126341621341,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p2_140,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,X1,L1,R1,R1,1,1,prolific2,2509.4111111111115,9,0,0,1.0,0.0,0.0,0
p2_142,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,X,L,R,R,1,3,prolific2,2506.9316022866024,9,0,0,1.0,0.0,0.0,0
p2_142,3,C,b,,,,R,R,R,R,R,X,X,X,X,,,,L1,L1,R1,R1,0,4,prolific2,2403.838888888889,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_142,3,R,m,,,,,,,X,X,X,X,X,R,R,R,R,L1,L1,R1,R3,0,2,prolific2,2516.448888888889,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
p2_142,2,R,a,,,,,,,L,L,L,X,X,X,R,R,R,L,L,R,R,0,1,prolific2,2474.5122222222226,3,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
p2_143,2,C,m,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,2,prolific2,2499.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_143,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2519.0554071854067,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p2_143,3,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,4,prolific2,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p2_143,3,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,prolific2,2562.811111111111,9,0,0,1.0,0.0,0.0,0
p2_144,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,2,prolific2,2506.9316022866024,0,9,0,0.0,1.0,0.0,0
p2_144,2,L,m,L,L,L,L,L,L,R,X,X,,,,,,,L,L,R,R,0,4,prolific2,2506.7907860657865,6,1,2,0.6666666666666666,0.1111111111111111,0.2222222222222222,1
p2_144,3,L,f,L,L,L,L,L,L,L,L,X,,,,,,,L1,L1,R1,R1,0,3,prolific2,2550.027777777778,8,0,1,0.8888888888888888,0.0,0.1111111111111111,1
p2_144,3,C,a,,,,L,L,L,L,L,L,R,R,R,,,,X1,L1,R1,R1,1,1,prolific2,2445.6277777777777,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p2_145,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L1,L2,R1,R1,0,4,prolific2,2557.5333333333338,0,9,0,0.0,1.0,0.0,0
p2_145,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_145,2,C,a,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2477.260729455729,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_145,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,prolific2,2558.988888888889,9,0,0,1.0,0.0,0.0,0
p2_146,3,C,b,,,,L,L,L,L,R,X,X,L,L,,,,L1,L1,R1,R1,0,1,prolific2,2394.8029365079365,6,1,2,0.6666666666666666,0.1111111111111111,0.2222222222222222,1
p2_146,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_146,3,R,m,,,,,,,L,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2544.594444444445,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_146,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_147,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R3,0,4,prolific2,2558.5888888888894,9,0,0,1.0,0.0,0.0,0
p2_147,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,prolific2,2506.0888888888894,0,0,9,0.0,0.0,1.0,1
p2_147,3,C,f,,,,L,L,L,L,L,X,X,X,X,,,,L1,L1,R2,R1,0,1,prolific2,2484.716666666667,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
p2_147,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_148,3,C,a,,,,L,L,L,L,L,L,L,L,L,,,,L1,L1,R1,R1,0,3,prolific2,2497.7388888888886,9,0,0,1.0,0.0,0.0,0
p2_148,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_148,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R3,0,4,prolific2,2557.811111111112,9,0,0,1.0,0.0,0.0,0
p2_148,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_149,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_149,3,C,b,,,,L,L,L,L,L,R,R,R,R,,,,L1,L1,R2,R1,0,1,prolific2,2477.910634920635,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_149,3,R,m,,,,,,,L,L,L,L,R,L,L,R,L,L1,L1,R1,R1,0,3,prolific2,2415.8688888888887,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_149,2,L,f,L,L,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,2,prolific2,2496.511560846561,2,1,6,0.2222222222222222,0.1111111111111111,0.6666666666666666,1
p2_150,3,L,m,L,X,X,X,X,X,R,R,R,,,,,,,L1,L1,R2,R1,0,1,prolific2,2465.6388888888896,1,3,5,0.1111111111111111,0.3333333333333333,0.5555555555555556,1
p2_150,2,L,b,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,0,3,prolific2,2534.517259037259,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
p2_150,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2557.955555555556,0,9,0,0.0,1.0,0.0,0
p2_150,2,C,a,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.260729455729,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_151,2,R,f,,,,,,,L,X,X,X,X,X,X,X,R,L,L,R,R,0,2,prolific2,2492.1836507936505,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
p2_151,3,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,4,prolific2,2472.269682539683,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_151,3,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,3,prolific2,2562.6833333333334,0,9,0,0.0,1.0,0.0,0
p2_151,2,C,m,,,,L,L,L,L,L,L,L,X,X,,,,L,L,R,R,0,1,prolific2,2471.973513893514,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
p2_152,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R3,0,4,prolific2,2558.5888888888894,9,0,0,1.0,0.0,0.0,0
p2_152,2,R,m,,,,,,,L,L,L,X,X,X,R,R,R,L,L,R,R,0,1,prolific2,2474.5122222222226,3,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
p2_152,3,C,f,,,,L,L,L,L,L,L,L,L,R,,,,L1,L1,R1,R3,0,2,prolific2,2492.3166666666666,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p2_152,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2506.0888888888894,0,0,9,0.0,0.0,1.0,1
p2_153,2,L,a,L,L,L,L,L,L,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2529.0378495578498,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p2_153,2,C,f,,,,L,L,R,R,R,L,R,R,R,,,,L,L,R,R,0,4,prolific2,2447.3460920560924,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p2_153,3,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R1,R1,0,3,prolific2,2508.0888888888894,0,0,9,0.0,0.0,1.0,1
p2_153,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p2_154,3,C,a,,,,L,L,L,L,L,L,R,L,R,,,,L1,L1,X1,X1,2,2,prolific2,2414.0666666666666,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_154,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,prolific2,2557.4777777777776,9,0,0,1.0,0.0,0.0,0
p2_154,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_154,2,R,b,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2535.466556961557,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_155,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,R2,R2,R3,R3,2,2,prolific2,2326.083722943723,0,9,0,0.0,1.0,0.0,0
p2_155,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_155,2,C,a,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2477.1562578162584,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
p2_155,3,L,m,L,L,L,L,L,L,L,R,R,,,,,,,X1,L1,R1,R1,1,4,prolific2,2482.25,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_156,3,L,b,L,L,L,L,L,R,L,L,R,,,,,,,L1,L2,R1,R2,0,2,prolific2,2462.9650793650794,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_156,2,R,f,,,,,,,R,X,X,X,X,X,X,X,R,L,L,R,L,1,1,prolific2,2381.0817460317467,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_156,3,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L2,L2,R1,L3,1,4,prolific2,2465.8666666666672,0,9,0,0.0,1.0,0.0,0
p2_156,2,C,m,,,,X,X,X,X,X,X,R,X,X,,,,L,L,R,R,0,3,prolific2,2483.613412698413,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_157,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,X,L,R,R,1,1,prolific2,2506.9316022866024,9,0,0,1.0,0.0,0.0,0
p2_157,3,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2482.541168831169,0,9,0,0.0,1.0,0.0,0
p2_157,2,R,a,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2503.126341621341,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p2_157,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,X1,1,4,prolific2,2494.827142857143,0,9,0,0.0,1.0,0.0,0
p2_158,2,C,b,,,,L,L,L,X,X,X,X,X,X,,,,X,L,R,R,1,1,prolific2,2428.249629629629,3,0,6,0.3333333333333333,0.0,0.6666666666666666,1
p2_158,2,R,m,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,3,prolific2,2506.0888888888885,0,0,9,0.0,0.0,1.0,1
p2_158,3,L,a,L,L,L,R,R,L,R,R,R,,,,,,,L1,L1,R1,X1,1,4,prolific2,2406.013492063492,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_158,3,C,f,,,,L,X,X,X,X,X,X,X,R,,,,L1,L1,R2,R1,0,2,prolific2,2492.4944444444445,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
p2_159,2,L,m,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2510.0529365079365,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p2_159,2,R,b,,,,,,,L,L,L,L,R,R,R,R,R,L,L,R,R,0,3,prolific2,2487.083068783069,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_159,3,C,a,,,,L,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,4,prolific2,2482.226825396825,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_159,3,L,f,L,L,L,L,L,L,L,L,R,,,,,,,L1,L1,R1,R1,0,1,prolific2,2541.6,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p2_160,2,L,f,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2510.0529365079365,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p2_160,2,R,a,,,,,,,L,L,L,L,L,L,L,R,R,L,L,R,R,0,3,prolific2,2436.299504199504,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_160,3,C,b,,,,L,L,L,L,L,R,R,R,L,,,,L1,L2,R1,R1,0,1,prolific2,2437.077777777778,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
